ensembl_id	Name	SBS1	SBS2	SBS4	SBS5	SBS13	SBS40
ENSG00000000938	FGR	0.1229917498914459	0.2108692189101349	0.4539035481750015	0.1871437171944478	0.2964330420312402	0.3419445763541258
ENSG00000001036	FUCA2	0.2630264871906209	0.3924751759787244	0.2000437194352102	0.2781367169095318	0.3945925548503761	0.0771466950147535
ENSG00000001461	NIPAL3	-0.2608554059921841	-0.0515228858768584	-0.2176562642985277	0.0365926502434168	-0.0723709239977368	-0.3133677020035904
ENSG00000001626	CFTR	0.197351280937907	0.1823660417917464	0.3365953018322886	0.305174016347546	0.2358434312424372	0.139244351635784
ENSG00000001631	KRIT1	-0.2442466348241424	-0.4842282604169655	-0.1262232381871082	-0.0438677468793483	-0.4754329943347199	-0.0759514645286094
ENSG00000002016	RAD52	-0.4039296569691706	-0.4340083769226619	-0.0942597308425692	-0.0414246174120579	-0.4434008524302451	-0.1246299425097497
ENSG00000002330	BAD	0.2015848892748588	0.3391063700599132	-0.1194826345974435	-0.0785601853148726	0.3403007889105886	-0.133485513838908
ENSG00000002745	WNT16	0.2225599839410711	-0.0782972264283598	0.2594326827890886	-0.0894825444895541	-0.0565781622318661	0.320899893748461
ENSG00000002822	MAD1L1	0.2188449848024316	0.380313820408212	0.2653840864898631	-0.0223139158012526	0.3938324701272191	0.2160650746997709
ENSG00000002834	LASP1	0.0451584889274858	0.4014876091247292	0.0191346166416288	-0.0799174794633673	0.3825397828117433	-0.0056501804799537
ENSG00000002919	SNX11	0.2615067303517151	0.3853086628746725	0.1563385155151263	0.1480536457178007	0.3809110298335497	0.0937169358453871
ENSG00000003056	M6PR	0.3163265306122449	0.3847657452152745	0.3110462398392047	0.3125034047494173	0.4147890917799771	0.2666450557270495
ENSG00000003147	ICA1	-0.0042336083369518	-0.0770943076344983	0.3761691680683844	0.1969705268295493	-0.1077148636245385	0.313748002612818
ENSG00000003400	CASP10	-0.2221016066000868	-0.0836636113132126	0.1101327651021021	0.3342744028912722	-0.0576578554280544	0.0648140895440851
ENSG00000003436	TFPI	0.0515631784628745	0.034746730201464	-0.0110893800991257	0.3868288323209865	0.0272544665017733	-0.1101241907006376
ENSG00000003509	NDUFAF7	-0.2427268779852366	-0.3461642996320856	0.1441619412886352	0.1012541434777038	-0.2089147153363026	0.1898243326630625
ENSG00000003756	RBM5	-0.4398610508033	-0.5102340163021237	0.0060882871132455	-0.0864324913761418	-0.4539877467885038	-0.0131475353475847
ENSG00000004059	ARF5	0.2403386886669561	0.383136992237081	0.016090473085006	-0.0743254275715692	0.3723329308150632	0.0380843895812269
ENSG00000004139	SARM1	-0.2849544072948328	-0.1207448874500875	-0.282670473114971	-0.1378467937211207	-0.2677126978490926	-0.3415099470864371
ENSG00000004142	POLDIP2	0.3042770299609205	0.4676149800393904	0.1254622022979525	0.0647700767661665	0.4284706167968036	0.104039380952995
ENSG00000004455	AK2	0.3964394268345636	0.4515989090871531	0.1858014763667252	0.1630381731171821	0.3508333915029074	0.1095265754575655
ENSG00000004478	FKBP4	0.3525835866261398	0.3037081386671718	0.0632746982126589	-0.0207937463549386	0.291112448969141	-0.0098878158399191
ENSG00000004534	RBM6	-0.264329135909683	-0.4154948847371944	0.1100240456893656	-0.0636842414473708	-0.409468498717878	0.1341917863989022
ENSG00000004766	VPS50	-0.0529743812418584	-0.1666757214351478	-0.0332681402973773	0.3433411278032167	-0.097616595159738	-0.0971396413284361
ENSG00000004777	ARHGAP33	-0.2040816326530612	-0.3043596398584491	0.079582610123138	-0.1790542440694194	-0.2894836959909473	0.1622253741648267
ENSG00000004809	SLC22A16	-0.028658271819366	0.0818719830371996	0.3967171370755882	0.0823606089306577	0.0165589886116352	0.1728194625647401
ENSG00000004864	SLC25A13	0.0550369083803734	0.1109723695809258	0.4215051631795163	0.20701450352841	0.0865953666739612	0.2262245338319955
ENSG00000004866	ST7	0.3420538428137212	0.3906835477027114	0.1834096492865216	0.1839947947699401	0.3066941857938601	0.0396055920181375
ENSG00000004948	CALCR	0.0343030829353017	-0.200879533977214	-0.1250273246470064	0.0701992533601453	-0.3340029440615732	-0.1959634710691661
ENSG00000004961	HCCS	0.3888406426400347	0.402301985613826	0.2433140457043481	0.3136435318341529	0.4785819167592275	0.2316573996781049
ENSG00000005001	PRSS22	0.0015197568389057	-0.1396927137630734	0.1784085563006413	-0.2887236112677903	-0.1124382472613	0.2489882417271939
ENSG00000005020	SKAP2	0.1985453755970473	0.1243824357680533	0.1823224551591563	0.3159237860036239	0.1637982578403391	0.2111211667798114
ENSG00000005022	SLC25A5	0.3611593573599653	0.488680185224028	0.2427704486406655	0.2146153507599803	0.4753787025687801	0.168147197937086
ENSG00000005075	POLR2J	0.2557533651758575	0.3052283081134858	0.1222006199158566	0.0201965369296009	0.3245018850221104	0.0969766553530528
ENSG00000005156	LIG3	0.0683890577507598	-0.042401869198974	-0.0006523164764191	-0.3205928778744456	-0.0799174794633673	0.2116644533644223
ENSG00000005175	RPAP3	0.2286148501953973	-0.0201422451636611	0.190911288765342	0.1798686205585162	0.0859438654826837	0.3109772410313022
ENSG00000005194	CIAPIN1	0.3567086409031698	0.3155980354079852	0.1479671207344137	0.1787827852397205	0.3212986708316629	0.0403118645781317
ENSG00000005206	SPPL2B	-0.1982197134172818	-0.1473478527605835	-0.0503370880970121	-0.3322113157855602	-0.190401223150835	-0.0596528669902812
ENSG00000005238	FAM214B	0.0485236647850629	0.2329659676476285	0.3561647961248635	-0.0954449245221465	0.2165155625678728	0.3949693470121536
ENSG00000005243	COPZ2	0.24174989144594	0.3445355466538919	-0.0889324796184793	0.1095607836664913	0.2501221656846014	-0.1267487601897323
ENSG00000005249	PRKAR2B	-0.1279852366478506	-0.3103860258777656	-0.2040663377064617	0.0224224993331322	-0.324339009724291	-0.1754815668293337
ENSG00000005379	TSPOAP1	-0.2532566217976552	-0.327922266276317	-0.071754812406108	-0.2274824992877099	-0.356805485756284	-0.0916524468238656
ENSG00000005421	PON1	-0.1237516283108988	-0.1543514905668161	0.4356386868352649	0.1553287423537322	-0.1014170187755232	0.338576199529538
ENSG00000005471	ABCB4	0.171406860616587	0.3308540216370655	0.3160473328250849	0.2021825363597689	0.3675009636464221	0.2624074203670842
ENSG00000005486	RHBDD2	0.2004993486756404	0.3330799840405968	0.133616158253192	-0.1078234471564181	0.3401379136127692	0.1742320076847285
ENSG00000005801	ZNF195	-0.1132218844984802	-0.3305282710414268	0.0489237357314372	0.0144416097399834	-0.3007220915404834	0.132942227254297
ENSG00000005844	ITGAL	0.0448328267477203	0.2967045008609391	0.1690586868052999	-0.0458765422191205	0.2907866983735023	0.083231504762396
ENSG00000005884	ITGA3	-0.0597047329570125	0.0301319300965821	-0.3146339804595101	-0.1908355572783533	-0.0524458458978348	-0.2170973192105317
ENSG00000005889	ZFX	-0.2206904038211029	-0.0944133809692906	-0.1330725611895094	-0.0824691924625373	-0.1471306856968243	-0.3343928928280337
ENSG00000005893	LAMP2	0.2862570560138949	0.2855203970773429	0.189280497574294	0.2916010748625991	0.3255877203409061	0.1878685009584631
ENSG00000006007	GDE1	0.2313287016934433	0.3643520412219144	0.0856708972363835	0.2091861741660015	0.375210394409872	-0.0060848097476425
