,go,pv,k,n,N,genes
2,GO_REGULATION_OF_HISTONE_DEACETYLATION,8.628372020860197e-05,5,9,461,CTBP1;PINK1;TADA3;TP53;ZBTB7B
33,GO_PHOSPHATASE_ACTIVATOR_ACTIVITY,0.00041821847735154294,4,7,461,CALM3;GTF2F1;PPP2R5D;PTPA
44,GO_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM,0.000698754460727086,28,240,461,AKT1;AMBRA1;ATG13;BAD;BOK;C19orf12;CAPN1;CHMP6;CLU;EI24;EMC6;EXOC4;HSPB1;KEAP1;MVB12A;NPRL3;PINK1;RPTOR;RRAGA;STUB1;TM9SF1;TOLLIP;TP53;TRIB3;UBXN6;VPS28;VPS51;WDR24
9,GO_POSITIVE_REGULATION_OF_HISTONE_DEACETYLATION,0.0007960585708620916,4,8,461,CTBP1;PINK1;TP53;ZBTB7B
26,GO_NEGATIVE_REGULATION_OF_NECROTIC_CELL_DEATH,0.0008702889146196677,3,4,461,BOK;RBCK1;SLC25A4
18,GO_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,0.0010049465043831796,8,35,461,AKT1;BAD;BBC3;BOK;CLU;IFI6;PINK1;TP53
3,GO_REGULATION_OF_PROTEIN_DEACETYLATION,0.0010605281690935662,5,14,461,CTBP1;PINK1;TADA3;TP53;ZBTB7B
11,GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,0.001309202133594082,13,82,461,ALKBH7;ATP5F1D;BAD;BBC3;BOK;CALM3;CNP;PINK1;TFDP1;TIMM13;TMEM102;TP53;UQCC3
21,GO_POSITIVE_REGULATION_OF_PROTEIN_DEACETYLATION,0.001363878451400427,4,9,461,CTBP1;PINK1;TP53;ZBTB7B
1,GO_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS,0.0014799111852364579,8,37,461,AKT1;AKT2;AP2A1;B3GNT8;B3GNT9;EXT2;HAS1;PPP1R3D
23,GO_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,0.0020594303481280907,12,76,461,AKT1;DDRGK1;EEF1D;F2RL1;JMJD8;LPAR1;NUP62;PINK1;RBCK1;RHOC;TMED4;TMEM101
45,GO_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,0.0020767508968476773,3,5,461,BOK;RBCK1;SLC25A4
51,GO_PHOSPHATIDYLGLYCEROL_BINDING,0.0020767508968476773,3,5,461,NME4;PLTP;UQCC3
24,GO_RRNA_MODIFICATION,0.0020892360815697995,5,16,461,MRM2;MRM3;NSUN5;RPUSD1;TSR3
42,GO_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION,0.0020892360815697995,5,16,461,CALM3;PINK1;PPP2R5D;PTPA;SMPD1
12,GO_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS,0.002235482490333139,7,31,461,AGPAT1;CDIPT;NME4;NT5M;UCK1;UCK2;UNG
4,GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,0.0035541723897020727,15,113,461,AKT1;DDRGK1;EEF1D;F2RL1;HSPB1;JMJD8;LPAR1;NLRX1;NUP62;PINK1;RBCK1;RHOC;TAB1;TMED4;TMEM101
28,GO_APOPTOTIC_MITOCHONDRIAL_CHANGES,0.0036349672328433932,11,71,461,AKT1;BAD;BBC3;BOK;CLU;IFI6;PINK1;SLC25A4;TFDP1;TMEM102;TP53
27,GO_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION,0.003701494296097551,5,18,461,CALM3;PINK1;PPP2R5D;PTPA;SMPD1
40,GO_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE,0.0037394792978474567,2,2,461,AKT1;AKT2
39,GO_TRICUSPID_VALVE_DEVELOPMENT,0.0037394792978474567,2,2,461,TBX20;ZFPM1
47,GO_RNA_POLYMERASE_III_TYPE_1_PROMOTER_DNA_BINDING,0.0037394792978474567,2,2,461,MAF1;RPTOR
49,GO_PROTEIN_PHOSPHATASE_ACTIVATOR_ACTIVITY,0.003965154052557762,3,6,461,CALM3;PPP2R5D;PTPA
8,GO_AMINOGLYCAN_BIOSYNTHETIC_PROCESS,0.004429584547720461,9,53,461,AP2A1;B3GNT8;B3GNT9;B4GALT2;CHPF;CHST14;EXT2;HAS1;ST3GAL3
16,GO_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,0.004591129468175704,14,105,461,AKT1;AKT2;AP2A1;B3GNT8;B3GNT9;CHST14;CHST8;EXT2;FAM3A;HAS1;MGAT2;P2RY6;PPP1R3D;SLC25A1
10,GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING,0.004624928591012622,7,35,461,AKT1;CARM1;CTNNBIP1;DTNBP1;GTF2F1;STUB1;ZFPM1
35,GO_UDP_GLYCOSYLTRANSFERASE_ACTIVITY,0.005031371513528634,11,74,461,A4GALT;B3GALT4;B3GNT8;B3GNT9;B4GALT2;CHPF;EXT2;GALNT2;HAS1;MGAT2;MGAT4B
25,GO_REGULATION_OF_MEMBRANE_PERMEABILITY,0.005376487747878366,8,45,461,ALKBH7;BAD;BBC3;BOK;CNP;TFDP1;TMEM102;TP53
7,GO_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,0.005892629956408522,45,503,461,A4GALT;ACBD6;AKT1;AP2A1;ATP5F1D;B3GALT4;B3GNT8;B3GNT9;B4GALT2;BAD;CHPF;CHST14;CHST8;DOLK;EGFLAM;EXT2;FBXO6;GALK1;GALNT2;GPAA1;HAS1;JMJD8;MGAT2;MGAT4B;NME4;NT5M;NUDT18;NUP62;PDE1A;PEMT;PGLS;PIGS;PINK1;POFUT1;PORCN;PRKCSH;SLC25A1;SMPD1;ST3GAL3;TMEM115;TPST1;UCK1;UCK2;UNG;UQCC3
20,GO_PEPTIDYL_PROLINE_MODIFICATION,0.00604514062863078,6,28,461,CRTAP;FKBP8;PPIAL4A;PPIAL4G;PPIC;PTPA
37,GO_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION,0.006051784808848498,5,20,461,FKBP8;PPIAL4A;PPIAL4G;PPIC;PTPA
17,GO_AMINOGLYCAN_METABOLIC_PROCESS,0.006177017975865234,11,76,461,AKT1;AP2A1;B3GNT8;B3GNT9;B4GALT2;CHPF;CHST14;EGFLAM;EXT2;HAS1;ST3GAL3
29,GO_SAGA_TYPE_COMPLEX,0.006359424609912007,4,13,461,ATXN7L3;HCFC1;TADA3;TAF6
30,GO_MLL1_2_COMPLEX,0.006359424609912007,4,13,461,ASH2L;HCFC1;PRPF31;TAF6
5,GO_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,0.006625355734009648,3,7,461,NME4;UCK1;UCK2
43,GO_TYPE_B_PANCREATIC_CELL_PROLIFERATION,0.006625355734009648,3,7,461,BAD;IGFBP4;NKX6-1
14,GO_REGULATION_OF_NECROTIC_CELL_DEATH,0.006625355734009648,3,7,461,BOK;RBCK1;SLC25A4
22,GO_MYELIN_MAINTENANCE,0.006625355734009648,3,7,461,AKT1;AKT2;CLU
36,GO_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY,0.007237172119658672,6,29,461,B3GALT4;B3GNT8;B3GNT9;EXT2;MGAT2;MGAT4B
19,GO_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,0.007237172119658672,6,29,461,BAD;BBC3;BOK;TFDP1;TMEM102;TP53
13,GO_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,0.007518203641426053,11,78,461,AKT1;AKT2;AP2A1;BAD;FAM3A;IGFBP4;JMJD8;NUP62;P2RY6;PPP1R3D;TP53
34,GO_GALACTOSYLTRANSFERASE_ACTIVITY,0.00755111190173781,5,21,461,A4GALT;B3GALT4;B3GNT8;B3GNT9;B4GALT2
32,GO_CIS_TRANS_ISOMERASE_ACTIVITY,0.00755111190173781,5,21,461,FKBP8;PPIAL4A;PPIAL4G;PPIC;PTPA
38,GO_MITOPHAGY,0.008478983186203918,4,14,461,AMBRA1;ATG13;PINK1;TP53
50,GO_DISORDERED_DOMAIN_SPECIFIC_BINDING,0.008478983186203918,4,14,461,CALM3;FKBP8;KEAP1;TP53
48,GO_UBIQUITIN_BINDING,0.008566191768888787,7,39,461,HSPB1;MVB12A;NUP62;RBCK1;TOLLIP;UBXN1;VPS28
0,GO_SPINAL_CORD_DEVELOPMENT,0.008566191768888787,7,39,461,AKT1;ERCC2;LHX3;MPST;NKX6-1;TBX20;ZIC1
15,GO_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,0.008590184269717591,6,30,461,AKT1;BAD;BBC3;CLU;PINK1;TP53
31,GO_UNFOLDED_PROTEIN_BINDING,0.009083150070324586,9,59,461,CLU;DNAJA3;DNAJC4;NUDCD3;PPIAL4A;PPIAL4G;PPIC;SCAP;SERPINH1
6,GO_POLYSACCHARIDE_METABOLIC_PROCESS,0.009084535745901352,8,49,461,AKT1;AKT2;AP2A1;B3GNT8;B3GNT9;EXT2;HAS1;PPP1R3D
41,GO_HISTONE_DEACETYLATION,0.00929076350038968,5,22,461,CTBP1;PINK1;TADA3;TP53;ZBTB7B
46,GO_PROGRAMMED_NECROTIC_CELL_DEATH,0.00929076350038968,5,22,461,ALKBH7;BOK;RBCK1;SLC25A4;TP53
