ensembl_id	Name	SBS1	SBS2	SBS4	SBS5	SBS13	SBS40	SBS45
ENSG00000000003	TSPAN6	0.01606600086843248	-0.0721537569339777	-0.09730387439919194	-0.1381182525508196	-0.08800695258839566	-0.13419178639890225	0.07892804891643562
ENSG00000000005	TNMD	0.006006442297493868	0.2006150200423197	-0.0589527966154147	0.020482067115673807	0.11573733391496745	-0.06219848295954169	-0.24250625015189556
ENSG00000000419	DPM1	0.23805905340859748	-0.0533688059188112	0.23700831976562958	0.21613552020629437	0.011509854379234968	0.272729865474692	-0.1315251831533718
ENSG00000000457	SCYL3	-0.14253148067737734	-0.18698084189662842	-0.2336380179707972	-0.021282372248396735	-0.1407785490818692	-0.19835393204145432	0.26233871996405445
ENSG00000000460	C1orf112	-0.07783326096396005	-0.19740486095706763	-0.08240931485428771	-0.2760193380378801	-0.15484011646027418	0.01227827681220725	0.31066597614485564
ENSG00000000938	FGR	0.12299174989144593	0.21086921891013494	0.45390354817500156	0.1871437171944478	0.2964330420312402	0.3419445763541258	-0.2334846955241116
ENSG00000000971	CFH	0.0552540165002171	0.21917585909892248	-0.22928924146133614	-0.06113252844820082	0.1215592639391844	-0.26528683926552216	-0.1362479270639454
ENSG00000001036	FUCA2	0.26302648719062094	0.39247517597872444	0.20004371943521027	0.2781367169095318	0.3945925548503761	0.07714669501475352	-0.10286524407961693
ENSG00000001084	GCLC	-0.0140034737299175	0.012107063804572632	0.10437063622706623	-0.09501059039462827	0.11531571085610881	0.11957737727286795	-0.061460365959519536
ENSG00000001167	NFYA	-0.00401650021710812	-0.018187741589828842	0.17612544863317425	-0.08225202539877818	0.0022802541694710785	0.23969804113034685	-0.1555917685606784
ENSG00000001460	STPG1	-0.009661311333043857	-0.0997339740313898	-0.08295291191797034	-0.20381128933796258	-0.0568434789389576	-0.05172088285496152	-0.04923298788967829
ENSG00000001461	NIPAL3	-0.2608554059921841	-0.05152288587685842	-0.2176562642985277	0.03659265024341683	-0.07237092399773684	-0.3133677020035904	-0.13650670755219602
ENSG00000001497	LAS1L	0.16966999565783758	0.20310549638074535	0.0175038254505809	-0.18247462532362607	0.1424615938260026	-0.015429339002950704	-0.01591500002741243
ENSG00000001561	ENPP4	0.2593356491532783	0.07405396874187026	0.12209190050312017	0.10375156471093408	0.1071176541992009	0.20856771983213998	-0.22953829307828977
ENSG00000001617	SEMA3F	-0.05872774641771602	-0.001031543552855964	-0.2538598287397913	-0.0073293884018713245	-0.05885227427872974	-0.24328373258877906	-0.2844644517094815
ENSG00000001626	CFTR	0.19735128093790705	0.18236604179174648	0.3365953018322886	0.305174016347546	0.23584343124243726	0.139244351635784	0.1497692075750397
ENSG00000001629	ANKIB1	-0.0692574902301346	-0.23654922419965452	-0.042509290379982176	0.18649221600317037	-0.20647158586901218	-0.021079519482904485	-0.0782810976958091
ENSG00000001630	CYP51A1	0.2024533217542336	0.21743852258884927	-0.02250491843646115	0.19621044210639235	0.23068571347815744	-0.02602342740286404	-0.21084140280218333
ENSG00000001631	KRIT1	-0.2442466348241424	-0.4842282604169655	-0.1262232381871082	-0.04386774687934837	-0.4754329943347199	-0.07595146452860944	0.09658981723953965
ENSG00000002016	RAD52	-0.40392965696917066	-0.4340083769226619	-0.0942597308425692	-0.041424617412057926	-0.44340085243024513	-0.1246299425097497	0.24383591505413593
ENSG00000002330	BAD	0.20158488927485887	0.33910637005991323	-0.11948263459744352	-0.07856018531487265	0.3403007889105886	-0.13348551383890803	0.01843810978785586
ENSG00000002549	LAP3	0.15262700825010853	0.2396438548582224	-0.010219624797233567	0.23622347360401577	0.27835388397329097	-0.00700839694148113	-0.11231073190076414
ENSG00000002586	CD99	0.27876682587928786	0.26516098484992257	-0.025114184342137812	0.07177371457239919	0.2280797087130476	0.06595499137176815	-0.338484878631796
ENSG00000002587	HS3ST1	0.13764654798089448	-0.13192899123368382	-0.0803436460122937	-0.13931267140149495	-0.16330963194688106	-0.053785371876483086	0.0032994512251952593
ENSG00000002726	AOC1	0.017585757707338254	0.1608665024795906	0.22657125614292295	-0.13350345244593767	0.23975243839010196	0.20166798020758103	0.08410365868144778
ENSG00000002745	WNT16	0.22255998394107115	-0.07829722642835983	0.2594326827890886	-0.0894825444895541	-0.056578162231866125	0.32089989374846106	0.08695968439141608
ENSG00000002746	HECW1	-0.16239687364307426	0.020902329886818217	0.025331623167610864	0.04973125760084542	-0.03404093724424682	-0.13880972236809525	-0.1027358538354916
ENSG00000002822	MAD1L1	0.2188449848024316	0.38031382040821204	0.26538408648986317	-0.022313915801252696	0.3938324701272191	0.2160650746997709	-0.20443658571798076
ENSG00000002834	LASP1	0.04515848892748588	0.4014876091247292	0.019134616641628806	-0.07991747946336732	0.38253978281174333	-0.005650180479953778	-0.3003147566148313
ENSG00000002919	SNX11	0.2615067303517151	0.3853086628746725	0.1563385155151263	0.14805364571780075	0.3809110298335497	0.09371693584538719	-0.17972304909004766
ENSG00000002933	TMEM176A	0.2026704298740773	0.22118465443869462	-0.07447279772452121	-0.03995873973168366	0.17986862055851627	-0.12386934129129439	0.04903890252349032
ENSG00000003056	M6PR	0.3163265306122449	0.38476574521527457	0.3110462398392047	0.3125034047494173	0.41478909177997714	0.2666450557270495	-0.21342920768468943
ENSG00000003096	KLHL13	0.07338254450716457	-0.02334545935410866	-0.149271753687252	-0.2000651574881172	-0.05277159649347354	-0.14027659614654478	0.06527737816121601
ENSG00000003137	CYP26B1	-0.013026487190620929	-0.003257505956387255	-0.13252896412582682	-0.12378522634271569	-0.01080406142201773	-0.12528188641128282	-0.043992683002603464
ENSG00000003147	ICA1	-0.004233608336951802	-0.07709430763449837	0.37616916806838446	0.19697052682954935	-0.10771486362453857	0.313748002612818	-0.048262561058738496
ENSG00000003249	DBNDD1	0.03028658271819366	0.24583311617535816	-0.1691674062180365	-0.1343178289350345	0.17291927451822348	-0.10115996205455707	-0.01028652440796169
ENSG00000003393	ALS2	-0.1389491966999566	-0.24154406666611494	-0.004348776509461093	-0.023236875822229087	-0.2806884299087018	0.09654202608536408	-0.2112942686566219
ENSG00000003400	CASP10	-0.22210160660008685	-0.08366361131321265	0.11013276510210218	0.3342744028912722	-0.057657855428054405	0.06481408954408517	-0.2338728662564875
ENSG00000003402	CFLAR	-0.12722535822839773	-0.22655953926673358	0.0640357341018146	-0.0036375483179657683	-0.20001086572217744	0.12294575409745577	-0.16322579296407136
ENSG00000003436	TFPI	0.05156317846287451	0.03474673020146406	-0.011089380099125787	0.3868288323209865	0.027254466501773364	-0.1101241907006376	-0.25858640288442064
ENSG00000003509	NDUFAF7	-0.24272687798523665	-0.34616429963208567	0.14416194128863521	0.10125414347770384	-0.20891471533630263	0.18982433266306253	0.2179578662290751
ENSG00000003756	RBM5	-0.4398610508033	-0.5102340163021237	0.00608828711324553	-0.08643249137614184	-0.4539877467885038	-0.013147535347584755	0.30219091515464813
ENSG00000003987	MTMR7	-0.16196265740338686	-0.27395625093216813	0.036203564441263596	0.08599815724862352	-0.2688528249338281	0.015103367052184138	0.0812570733106911
ENSG00000003989	SLC7A2	-0.07023447676943118	-0.09381617154395294	0.10991532627662912	0.038384278519429826	-0.07454259463532836	0.14695902113725934	-0.21329981744056412
ENSG00000004059	ARF5	0.24033868866695612	0.383136992237081	0.016090473085006045	-0.07432542757156921	0.37233293081506325	0.03808438958122692	0.03842890250521538
ENSG00000004139	SARM1	-0.28495440729483285	-0.12074488745008759	-0.282670473114971	-0.1378467937211207	-0.2677126978490926	-0.3415099470864371	0.15365091489879884
ENSG00000004142	POLDIP2	0.3042770299609205	0.46761498003939045	0.12546220229795252	0.06477007676616658	0.4284706167968036	0.10403938095299506	-0.14562871976303
ENSG00000004399	PLXND1	-0.0784845853234911	0.16618709554168978	-0.06360085645086848	0.06797329095661404	0.08485803016388799	-0.12245679617130595	-0.2849820126859827
ENSG00000004455	AK2	0.3964394268345636	0.4515989090871531	0.1858014763667252	0.1630381731171821	0.35083339150290743	0.10952657545756556	-0.1202035367924077
ENSG00000004468	CD38	-0.03690838037342597	-0.025897172353278677	-0.12100470637575492	-0.14604485037802858	-0.07720289116637795	-0.06959501148866146	0.17551786615597526
ENSG00000004478	FKBP4	0.3525835866261398	0.3037081386671718	0.06327469821265891	-0.020793746354938643	0.291112448969141	-0.009887815839919113	0.06230140254633402
ENSG00000004487	KDM1A	0.04168475900998697	0.18643792423723055	-0.06077415171971877	-0.16466692609537573	0.09164450090636145	-0.15309815954336298	-0.13851225633613823
ENSG00000004534	RBM6	-0.264329135909683	-0.4154948847371944	0.11002404568936565	-0.06368424144737084	-0.409468498717878	0.13419178639890225	0.27165481754107634
ENSG00000004660	CAMKK1	-0.12592270950933565	0.14799935395186098	0.18047422514263536	-0.09680221867064126	0.1613551283730487	0.14886052418339765	0.050268109842680715
ENSG00000004700	RECQL	0.12689969604863222	0.14468755622953391	0.02391827080203601	0.25386829753444673	0.14409034680419625	0.0791025267193529	-0.25638676873429045
ENSG00000004766	VPS50	-0.052974381241858444	-0.16667572143514786	-0.03326814029737736	0.3433411278032167	-0.09761659515973807	-0.09713964132843611	0.02885402443994286
ENSG00000004776	HSPB6	0.16521927920104212	0.22270482388500865	-0.11926519577197046	-0.14506759859111243	0.14941093986629542	-0.11995767788209562	-0.4229767080456197
ENSG00000004777	ARHGAP33	-0.20408163265306123	-0.30435963985844916	0.079582610123138	-0.17905424406941944	-0.28948369599094737	0.16222537416482677	0.1368301831625093
ENSG00000004779	NDUFAB1	0.264329135909683	0.16368967430845954	0.11752568516818603	-0.007003637806232599	0.19034693138489525	0.1364735900542682	0.11509262214945817
ENSG00000004799	PDK4	-0.02095093356491533	0.03056626422410041	-0.1114373980549405	0.07883164414457157	-0.010315435528559642	-0.134626415666591	-0.24888213457502278
ENSG00000004809	SLC22A16	-0.028658271819366043	0.08187198303719968	0.3967171370755882	0.08236060893065775	0.01655898861163521	0.17281946256474012	-0.29287481757762623
ENSG00000004838	ZMYND10	0.028766825879287885	-0.09739942809597893	-0.013263768353856334	-0.2303599628825187	-0.08453227956824927	0.0048352506030373684	0.12570262216773312
ENSG00000004846	ABCB5	-0.11232966372942052	-0.10217769088736833	-0.17008332587381053	0.09500923210600631	-0.08789507983056373	-0.1483031616788134	-0.09276563610988153
ENSG00000004848	ARX	-0.03903577971070727	-0.06190941674812644	-0.04355394629952757	-0.24117519278809604	-0.04979906592809819	0.003450806437011598	0.1140237536279116
ENSG00000004864	SLC25A13	0.05503690838037343	0.11097236958092582	0.42150516317951636	0.20701450352841005	0.0865953666739612	0.2262245338319955	-0.22811500039291147
ENSG00000004866	ST7	0.34205384281372125	0.3906835477027114	0.1834096492865216	0.18399479476994013	0.3066941857938601	0.03960559201813755	-0.026783780533937984
ENSG00000004897	CDC27	0.23122014763352147	0.08485803016388799	0.051424282224377414	0.2186329414395246	0.05412889064196822	0.14761096503879245	-0.3490301835280083
ENSG00000004939	SLC4A1	-0.03549717759444203	-0.016721863909454578	0.165144787946785	0.1494652316322352	-0.015310277995020098	0.13701687663887913	-0.20812420767555193
ENSG00000004948	CALCR	0.03430308293530178	-0.20087953397721406	-0.12502732464700642	0.07019925336014535	-0.3340029440615732	-0.19596347106916617	-0.2829117687799778
ENSG00000004961	HCCS	0.3888406426400347	0.402301985613826	0.24331404570434814	0.3136435318341529	0.4785819167592275	0.23165739967810495	-0.25599859800191455
ENSG00000004975	DVL2	-0.09194528875379938	0.15424290703493654	-0.15622979610238974	-0.19344156204346316	0.0843694042704299	-0.2620271197578565	-0.0753051220809271
